UDP_ID,SKU_ID,Sum of Sales,ProductName,Manu,IS PL?,Current Sales Rank,Suggested UDP Rank,July- Pageviews,Aug- Pageviews,Comments
28,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,28,4,3117,3120,
1304,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,1,1,3099,648,
1304,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,2,3099,648,
1304,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,3,3099,648,
1047,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,1,2987,2970,
1047,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,3,2,2987,2970,
1047,635359,133313.6071,Tata 1mg Cold Pressed Karela Jamun Juice Supports Healthy Blood Sugar Levels Enriched with Jamun Seed Extract,Tata 1mg Healthcare Solutions Private Limited,1,7,4,2987,2970,
675,701787,159285.7143,Tata 1mg BIS Approved FFP2 N95 Mask White - Ear Loop 5 Layer,Tata 1mg Healthcare Solutions Private Limited,1,1,1,2966,2029,
675,684769,116976.6825,Tata 1mg BIS Approved FFP2 N95 Mask White - Ear Loop 5 Layer,Tata 1mg Healthcare Solutions Private Limited,1,2,2,2966,2029,
675,692293,108190.2698,Tata 1mg BIS Approved FFP2 N95 Mask for Kids 5 Mask,Tata 1mg Healthcare Solutions Private Limited,1,3,3,2966,2029,
420,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,2923,4948,
420,735516,,Minositol,Tata 1mg Healthcare Solutions Private Limited,1,4,4,2923,4948,
581,503413,70352.42857,1mg Karela Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,6,2,2811,2282,
42,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,15,3,2484,9542,
42,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,20,4,2484,9542,
788,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,1,1,2434,1987,
186,,,1mg Compressor Nebulizer with Unique Virtual Valve Technology,Tata 1mg Healthcare Solutions Private Limited,1,7,,,,
788,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,2,2434,1987,
788,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,3,2434,1987,
77,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,2,1,2384,1952,
77,728149,34067.0119,Tata 1mg Cotton Crepe Bandage 10cm,Tata 1mg Healthcare Solutions Private Limited,1,3,2,2384,1952,
77,728158,16666.7619,Tata 1mg Knee Support Pair of 2 Large,Tata 1mg Healthcare Solutions Private Limited,1,6,4,2384,1952,
1277,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,2383,3301,
1277,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,2383,3301,
1277,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,2383,3301,
1277,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,4,2383,3301,
947,503411,3471577.073,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,1,2369,2123,
947,538067,1381192.158,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,10,2,2369,2123,
947,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,13,3,2369,2123,
898,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,5,1,2343,2005,
898,728149,34067.0119,Tata 1mg Cotton Crepe Bandage 10cm,Tata 1mg Healthcare Solutions Private Limited,1,6,2,2343,2005,
848,778397,,Aloe Vera,Tata 1mg Healthcare Solutions Private Limited,1,1,1,2247,2491,
1038,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,5,1,2084,1997,
1038,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,7,2,2084,1997,
399,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,23,4,2001,1961,
693,735446,16847.33333,Tata 1mg Cod liver Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,6,2,1871,1994,
642,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,5,1,1858,2264,
642,728149,34067.0119,Tata 1mg Cotton Crepe Bandage 10cm,Tata 1mg Healthcare Solutions Private Limited,1,6,2,1858,2264,
642,728158,16666.7619,Tata 1mg Knee Support Pair of 2 Large,Tata 1mg Healthcare Solutions Private Limited,1,11,4,1858,2264,
306,503414,37351.19048,1mg Triphala Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,8,4,1845,1816,
584,503413,70352.42857,1mg Karela Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,17,4,1817,1912,
403,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,2,1,1755,1868,
403,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,2,1755,1868,
403,630370,236083.3333,"Tata 1mg Vitamin C+Vitamin D3, Zinc and Amla Extract Chewable Tablet",Tata 1mg Healthcare Solutions Private Limited,1,27,4,1755,1868,
304,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1728,1257,
304,712569,133846.0476,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Black,Tata 1mg Healthcare Solutions Private Limited,1,4,2,1728,1257,
508,628380,57750.0113,1mg Super Antioxidant Multiminerals with Betacarotene Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,1,1721,1799,
849,778398,93767.85714,Amla,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1718,1723,
637,630381,157652.4802,Tata 1mg Ortho Electric Heating Gel Pad with Auto-Cut & Quick Heating Feature,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1678,2002,
363,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,35,4,1675,1305,
1331,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1646,1798,
1331,728149,34067.0119,Tata 1mg Cotton Crepe Bandage 10cm,Tata 1mg Healthcare Solutions Private Limited,1,2,2,1646,1798,
1331,728134,13349.66667,Tata 1mg Cotton Crepe Bandage 6cm,Tata 1mg Healthcare Solutions Private Limited,1,3,3,1646,1798,
146,648241,51519.38843,"1mg Chelated Magnesium Plus Zinc, Lysine Hydrochloride & Vitamin B6 with High Absorption Tablet",Tata 1mg Healthcare Solutions Private Limited,1,20,4,1569,404,
1167,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1541,1596,
912,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,25,4,1519,1035,
1137,503414,37351.19048,1mg Triphala Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,10,2,1498,1822,
8,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1491,8385,
8,744188,165894.1582,Tata 1mg Probiotics 30 Billion CFUs+ Capsule with Prebiotic Fibre,Tata 1mg Healthcare Solutions Private Limited,1,8,2,1491,8385,
8,555713,,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,16,1,1491,8385,
430,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,6,2,1457,1555,
430,708642,339468.9167,"Tata 1mg Vaporizer-Steam Inhaler, 3 in 1 with Double Wall Safety",Tata 1mg Healthcare Solutions Private Limited,1,9,4,1457,1555,
894,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,1,1,1405,809,
894,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,3,2,1405,809,
894,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,17,4,1405,809,
578,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1381,692,
578,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,2,1381,692,
689,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,1,1,1379,1654,
689,623697,59243.10169,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,6,2,1379,1654,
395,503411,6943154.147,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1355,1238,
395,538067,1381192.158,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,5,2,1355,1238,
395,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,9,3,1355,1238,
1148,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1307,1841,
1148,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,2,2,1307,1841,
579,640362,87394.01695,Tata 1mg Ceylon Cinnamon 10:1 Ratio Extract for Blood Sugar Management 200mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,5,1,1298,729,
1151,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1289,1616,
157,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,3,1,1270,1897,
157,734459,,Gloves,,1,4,4,1270,1897,
157,728158,16666.7619,Tata 1mg Knee Support Pair of 2 Large,Tata 1mg Healthcare Solutions Private Limited,1,6,2,1270,1897,
875,708642,339468.9167,"Tata 1mg Vaporizer-Steam Inhaler, 3 in 1 with Double Wall Safety",Tata 1mg Healthcare Solutions Private Limited,1,1,1,1224,1103,
398,734459,56250.11905,Tata 1mg Latex Non-Sterile Gloves,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1211,615,
907,555751,183038.8247,"1mg Sports Multivitamin Energy & Immunity Booster Zinc, Vitamin C, Vitamin D, Calcium and Iron Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,1188,1474,
158,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1178,1150,
158,701787,159285.7143,Tata 1mg BIS Approved FFP2 N95 Mask White - Ear Loop 5 Layer,Tata 1mg Healthcare Solutions Private Limited,1,3,2,1178,1150,
158,712569,133846.0476,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Black,Tata 1mg Healthcare Solutions Private Limited,1,5,4,1178,1150,
1138,503413,70352.42857,1mg Karela Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,9,2,1165,1384,
1138,503414,37351.19048,1mg Triphala Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,17,4,1165,1384,
625,648240,17292.44633,1mg L-Arginine Extra Strength Non GMO Capsule Supports Heart Health 500mg Per Serving,Tata 1mg Healthcare Solutions Private Limited,1,27,4,1153,1085,
683,699665,63574.42857,Tata 1mg BIS Approved FFP2 N95 Mask Black with Adjustable Ear Loop 2 Mask,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1147,636,
1159,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,2,1,1143,1496,
1159,623696,227132.8305,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,27,4,1143,1496,
797,623696,227132.8305,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,19,4,1131,1377,
249,735521,,"Tata 1mg CoQ 10 Tablet 99% Ubiquinone with Zinc, Omega 3 & L-Arginine for Heart Health",Tata 1mg Healthcare Solutions Private Limited,1,7,4,1105,1197,
249,628380,57750.0113,1mg Super Antioxidant Multiminerals with Betacarotene Capsule,Tata 1mg Healthcare Solutions Private Limited,1,13,1,1105,1197,
847,635359,133313.6071,Tata 1mg Cold Pressed Karela Jamun Juice Supports Healthy Blood Sugar Levels Enriched with Jamun Seed Extract,Tata 1mg Healthcare Solutions Private Limited,1,3,1,1066,978,
184,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,1,1,1057,471,
184,701787,159285.7143,Tata 1mg BIS Approved FFP2 N95 Mask White - Ear Loop 5 Layer,Tata 1mg Healthcare Solutions Private Limited,1,2,2,1057,471,
523,,,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,7,,,,
184,712569,133846.0476,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Black,Tata 1mg Healthcare Solutions Private Limited,1,4,3,1057,471,
962,608738,18576.14286,1mg Sanitizing Wipes (70 Each) Buy 3 Get 1 Free,Tata 1mg Healthcare Solutions Private Limited,1,4,1,1053,365,
962,608737,14771.52381,1mg Sanitizing Wipes (70 Each) Pack of 2,Tata 1mg Healthcare Solutions Private Limited,1,5,2,1053,365,
726,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,2,1,1052,769,
726,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,4,2,1052,769,
726,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,7,4,1052,769,
727,628744,6118.937853,"1mg Body Lotion with Shea Butter, Vitamin E, Prebiotics and Active Silver Nanoparticles for Germ Protection",Tata 1mg Healthcare Solutions Private Limited,1,20,4,1037,1019,
214,648242,91911.0452,"Tata 1mg Brain Formula with Vitamin B Complex, L-Tyrosine, L-Theanine, Brahmi, Ginkgo and Pine Bark Extract Capsule",Tata 1mg Healthcare Solutions Private Limited,1,2,1,1030,995,
1096,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,6,2,978,987,
1096,503413,70352.42857,1mg Karela Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,16,4,978,987,
213,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,1,1,956,987,
852,635355,56163.83333,Tata 1mg Cold Pressed Giloy Tulsi Juice Natural Immunity Booster Enriched with Tulsi Juice,Tata 1mg Healthcare Solutions Private Limited,1,2,1,944,1118,
1150,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,1,914,1356,
853,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,1,1,900,908,
261,614268,45950.79762,1mg Panch Tulsi Drops,Tata 1mg Healthcare Solutions Private Limited,1,2,1,892,1019,
234,555713,555709.2599,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,881,1465,
234,535187,,Glucosamine,Tata 1mg Healthcare Solutions Private Limited,1,3,2,881,1465,
690,640158,40148.44633,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,1,876,1054,
902,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,12,3,868,654,
902,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,24,4,868,654,
692,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,839,797,
81,640234,2656.79661,1mg Spirulina 60% Protein Superfood Gluten Free 2000mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,10,2,829,783,
434,503415,131727.0476,1mg Gokshura Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,1,827,872,
15,728146,38366.19048,Tata 1mg Cotton Crepe Bandage 8cm,Tata 1mg Healthcare Solutions Private Limited,1,8,2,787,624,
15,728158,,Knee Cap,Tata 1mg Healthcare Solutions Private Limited,1,9,4,787,624,
15,765051,,Lumbar,,1,,6,787,624,
36,734459,56250.11905,Tata 1mg Latex Non-Sterile Gloves,Tata 1mg Healthcare Solutions Private Limited,1,16,4,779,811,
996,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,763,1194,
996,695704,201983.0226,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,3,2,763,1194,
996,555751,183038.8247,"1mg Sports Multivitamin Energy & Immunity Booster Zinc, Vitamin C, Vitamin D, Calcium and Iron Tablet",Tata 1mg Healthcare Solutions Private Limited,1,4,3,763,1194,
25,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,1,736,1379,
164,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,4,1,731,580,
164,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,5,2,731,580,
164,744188,165894.1582,Tata 1mg Probiotics 30 Billion CFUs+ Capsule with Prebiotic Fibre,Tata 1mg Healthcare Solutions Private Limited,1,9,4,731,580,
219,648242,91911.0452,"Tata 1mg Brain Formula with Vitamin B Complex, L-Tyrosine, L-Theanine, Brahmi, Ginkgo and Pine Bark Extract Capsule",Tata 1mg Healthcare Solutions Private Limited,1,1,1,726,859,
84,635355,56163.83333,Tata 1mg Cold Pressed Giloy Tulsi Juice Natural Immunity Booster Enriched with Tulsi Juice,Tata 1mg Healthcare Solutions Private Limited,1,3,1,708,847,
84,605260,16088.73016,1mg Giloy 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,10,2,708,847,
1272,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,1,1,702,1038,
1272,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,2,702,1038,
1272,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,3,3,702,1038,
83,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,701,691,
83,614274,18687.55952,1mg Turmeric Drops with Piperine,Tata 1mg Healthcare Solutions Private Limited,1,17,4,701,691,
1149,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,681,904,
1149,710972,176195.1186,Tata 1mg Melatonin 10mg Vegetarian Capsule for Calm & Restful Sleep,Tata 1mg Healthcare Solutions Private Limited,1,2,2,681,904,
665,692293,108190.2698,Tata 1mg BIS Approved FFP2 N95 Mask for Kids 5 Mask,Tata 1mg Healthcare Solutions Private Limited,1,1,1,639,370,
